categorie,parametre,valeur,univers,horizon_j,n_obs,n_dates,mean_fwd_pct,mean_base_pct,mean_excess_pct,t_absolu,t_excess,hit_rate,hit_rate_base,edge_hit_pts,status
confirmation,variante,long_confirme_close>hautprec,US500,20,1841,525,1.2501,1.1413,0.2592,2.81,0.93,59.7,58.25,1.45,ok
confirmation,variante,long_confirme_close_haut_barre,US500,5,9958,914,0.2014,0.2755,-0.0413,1.78,-0.61,57.31,54.74,2.57,ok
confirmation,variante,long_confirme_close_haut_barre,US500,10,9938,909,0.3486,0.5687,-0.097,1.77,-0.95,58.81,56.07,2.74,ok
confirmation,variante,long_confirme_close_haut_barre,US500,20,9893,899,0.9024,1.1413,0.003,2.55,0.02,61.28,58.25,3.03,ok
confirmation,variante,long_confirme_jour_hausse,US500,5,8678,890,0.1746,0.2755,-0.0696,1.42,-0.86,57.12,54.74,2.38,ok
confirmation,variante,long_confirme_jour_hausse,US500,10,8657,885,0.461,0.5687,-0.0107,2.25,-0.09,58.6,56.07,2.53,ok
confirmation,variante,long_confirme_jour_hausse,US500,20,8622,875,1.1499,1.1413,0.1844,3.11,0.93,60.51,58.25,2.26,ok
confirmation,variante,short_brut,US500,5,19698,1034,0.0269,0.2755,-0.1915,0.23,-2.4,52.47,54.74,-2.27,ok
confirmation,variante,short_brut,US500,10,19665,1029,0.1358,0.5687,-0.3199,0.59,-2.12,54.68,56.07,-1.39,ok
confirmation,variante,short_brut,US500,20,19489,1019,0.3478,1.1413,-0.5805,0.84,-2.4,54.81,58.25,-3.44,ok
confirmation,variante,short_confirme_close<basprec,US500,5,1055,421,-0.2608,0.2755,-0.4208,-1.45,-3.28,54.6,54.74,-0.14,ok
confirmation,variante,short_confirme_close<basprec,US500,10,1053,419,-0.2117,0.5687,-0.6361,-0.7,-3.03,55.08,56.07,-0.99,ok
confirmation,variante,short_confirme_close<basprec,US500,20,1044,414,0.0947,1.1413,-0.7628,0.17,-2.25,55.94,58.25,-2.31,ok
confirmation,variante,short_confirme_jour_baisse,US500,5,5068,817,-0.0944,0.2755,-0.269,-0.69,-2.78,53.16,54.74,-1.58,ok
confirmation,variante,short_confirme_jour_baisse,US500,10,5059,813,-0.1177,0.5687,-0.5007,-0.49,-3.09,53.01,56.07,-3.06,ok
confirmation,variante,short_confirme_jour_baisse,US500,20,5016,803,0.0808,1.1413,-0.7383,0.2,-3.02,54.05,58.25,-4.2,ok
confirmation,variante,long_brut,SPX,5,896,896,0.4167,0.1496,0.2671,3.49,2.24,60.27,55.83,4.44,ok
confirmation,variante,long_brut,SPX,10,896,896,0.7653,0.299,0.4663,4.33,2.64,64.29,57.95,6.34,ok
confirmation,variante,long_brut,SPX,20,896,896,1.4108,0.6024,0.8084,4.56,2.61,69.75,60.34,9.42,ok
confirmation,variante,long_confirme_close_haut_barre,SPX,5,275,275,0.3319,0.1496,0.1823,2.0,1.1,58.55,55.83,2.71,ok
confirmation,variante,long_confirme_close_haut_barre,SPX,10,275,275,0.6322,0.299,0.3331,3.15,1.66,62.91,57.95,4.96,ok
confirmation,variante,long_confirme_close_haut_barre,SPX,20,275,275,1.3963,0.6024,0.7939,4.27,2.43,69.09,60.34,8.75,ok
confirmation,variante,long_confirme_jour_hausse,SPX,5,240,240,0.4035,0.1496,0.2539,2.71,1.7,56.67,55.83,0.84,ok
confirmation,variante,long_confirme_jour_hausse,SPX,10,240,240,0.9497,0.299,0.6506,4.74,3.25,67.5,57.95,9.55,ok
confirmation,variante,long_confirme_jour_hausse,SPX,20,240,240,1.8223,0.6024,1.2199,6.8,4.55,72.5,60.34,12.16,ok
confirmation,variante,short_brut,SPX,5,494,494,0.0072,0.1496,-0.1424,0.05,-0.99,54.05,55.83,-1.78,ok
confirmation,variante,short_brut,SPX,10,494,494,0.2393,0.299,-0.0597,0.92,-0.23,56.68,57.95,-1.27,ok
confirmation,variante,short_brut,SPX,20,494,494,0.382,0.6024,-0.2204,0.86,-0.49,58.3,60.34,-2.04,ok
confirmation,variante,short_confirme_jour_baisse,SPX,5,127,127,0.1987,0.1496,0.0491,1.05,0.26,55.12,55.83,-0.71,ok
confirmation,variante,short_confirme_jour_baisse,SPX,10,127,127,0.3921,0.299,0.093,1.1,0.26,57.48,57.95,-0.47,ok
confirmation,variante,short_confirme_jour_baisse,SPX,20,127,127,0.4017,0.6024,-0.2006,0.71,-0.35,58.27,60.34,-2.07,ok
confirmation,variante,long_brut,BTC,5,261,261,1.2244,1.2904,-0.0659,1.35,-0.07,57.47,54.84,2.63,ok
confirmation,variante,long_brut,BTC,10,261,261,2.2769,2.6533,-0.3764,1.45,-0.24,54.79,55.45,-0.66,ok
confirmation,variante,long_brut,BTC,20,261,261,4.0976,5.6943,-1.5967,1.85,-0.72,58.62,56.23,2.39,ok
confirmation,variante,long_confirme_close_haut_barre,BTC,5,95,95,1.9578,1.2904,0.6674,1.39,0.47,60.0,54.84,5.16,ok
confirmation,variante,long_confirme_close_haut_barre,BTC,10,95,95,2.7762,2.6533,0.1229,1.7,0.08,55.79,55.45,0.34,ok
confirmation,variante,long_confirme_close_haut_barre,BTC,20,95,95,2.7071,5.6943,-2.9871,1.43,-1.58,57.89,56.23,1.67,ok
confirmation,variante,long_confirme_jour_hausse,BTC,5,72,72,0.2747,1.2904,-1.0156,0.22,-0.82,56.94,54.84,2.1,ok
confirmation,variante,long_confirme_jour_hausse,BTC,10,72,72,0.7074,2.6533,-1.9459,0.49,-1.36,50.0,55.45,-5.45,ok
confirmation,variante,long_confirme_jour_hausse,BTC,20,72,72,1.9395,5.6943,-3.7548,1.03,-2.0,61.11,56.23,4.88,ok
confirmation,variante,short_brut,BTC,5,243,243,0.5582,1.2904,-0.7322,0.64,-0.83,47.33,54.84,-7.52,ok
confirmation,variante,short_brut,BTC,10,243,243,1.0016,2.6533,-1.6517,0.67,-1.11,55.56,55.45,0.1,ok
confirmation,variante,short_brut,BTC,20,243,243,0.4163,5.6943,-5.278,0.15,-1.9,44.44,56.23,-11.78,ok
confirmation,variante,short_confirme_jour_baisse,BTC,5,67,67,-0.2604,1.2904,-1.5508,-0.22,-1.32,46.27,54.84,-8.57,ok
confirmation,variante,short_confirme_jour_baisse,BTC,10,67,67,-0.6616,2.6533,-3.3149,-0.38,-1.88,50.75,55.45,-4.71,ok
confirmation,variante,short_confirme_jour_baisse,BTC,20,67,67,-1.6314,5.6943,-7.3257,-0.54,-2.42,41.79,56.23,-14.44,ok
