symbol,side,date_signal,date_entree,date_sortie,bars,entree,stop_initial,sortie,R,ret_pct,motif,termine,atr_pct_entree
TRX,long,2019-01-08,2019-01-09,2019-01-10,1,0.0259,0.022004071721537954,0.02521806659857096,-0.2012792532555912,-0.030216383242248374,stop,True,0.07521097062668039
TRX,long,2019-01-26,2019-01-27,2019-01-28,1,0.0285,0.024070914760299288,0.02612584942027791,-0.5607032026167234,-0.08696299606270433,stop,True,0.07770324981931075
TRX,long,2019-04-02,2019-04-03,2019-04-04,1,0.02671,0.02438456871082266,0.02596,-0.36781994117856304,-0.03195929369265959,gap_stop,True,0.04353109863679038
TRX,long,2019-04-05,2019-04-06,2019-04-11,5,0.02699,0.024041686391281843,0.028078088557451246,0.3316988998200666,0.036161555375220034,stop,True,0.05461862928340416
TRX,long,2019-05-14,2019-05-15,2019-05-16,1,0.02726,0.023747449285476025,0.027689774336513453,0.09106624041548562,0.011710796596111742,stop,True,0.06442682895311763
TRX,long,2019-05-26,2019-05-27,2019-05-30,3,0.03069,0.025806305169436775,0.03134763047772865,0.10925236635059316,0.01735061050181134,stop,True,0.07956492066737085
TRX,long,2019-06-01,2019-06-02,2019-06-03,1,0.03748,0.03083449536845085,0.03418631712784722,-0.517194057783278,-0.09151961568880575,stop,True,0.08865401055962044
TRX,long,2019-06-22,2019-06-23,2019-06-26,3,0.03751,0.03249565311823461,0.035314387718936385,-0.4669124637179477,-0.06229239884670776,stop,True,0.06684013438770181
TRX,long,2020-01-28,2020-01-29,2020-02-08,10,0.01861,0.016577807637023344,0.021005231123922233,1.1396562175255975,0.12420085469439325,stop,True,0.054599472406680706
TRX,long,2020-02-09,2020-02-10,2020-02-15,5,0.02208,0.019128541122157436,0.023405066785545457,0.41813106773707065,0.055780497518295266,stop,True,0.06683557241491316
TRX,long,2020-04-29,2020-04-30,2020-05-10,10,0.01623,0.014451687192435787,0.014883992333597646,-0.7918942297887605,-0.08659425763811571,stop,True,0.054784744533709594
TRX,long,2020-05-30,2020-05-31,2020-06-11,11,0.01638,0.014626922341034696,0.016697260880776076,0.1432374417244763,0.015299459628637959,stop,True,0.053512749052664906
TRX,long,2020-07-06,2020-07-07,2020-07-13,6,0.01802,0.01647191195183124,0.017447844881318928,-0.41540971083939865,-0.03561638146812444,stop,True,0.04295471831766815
TRX,long,2020-07-25,2020-07-26,2020-07-27,1,0.01878,0.017304675443185903,0.01784005576867262,-0.6867535270019878,-0.05384249301528607,stop,True,0.03927914155522096
TRX,long,2020-07-31,2020-08-01,2020-08-02,1,0.01968,0.01796113430512168,0.018993910426184417,-0.44415185953315284,-0.03871512030146769,stop,True,0.043670368264184904
TRX,long,2020-08-10,2020-08-11,2020-08-12,1,0.02147,0.019275673736328384,0.019275673736328384,-1.0371372975941617,-0.10578831211095617,stop,True,0.051102148664918856
TRX,long,2020-08-13,2020-08-14,2020-08-19,5,0.02238,0.019666117054924732,0.028182417890748962,2.100788121799165,0.254240984294479,stop,True,0.060631879916784405
TRX,long,2020-08-20,2020-08-21,2020-08-25,4,0.02746,0.02310412563028864,0.023307731989969646,-0.9765670708019452,-0.15459988522628051,stop,True,0.0793130802933605
TRX,long,2020-08-31,2020-09-01,2020-09-04,3,0.02916,0.024474324855229688,0.03998,2.2796544083773904,0.3655829630177233,gap_stop,True,0.08034422401869533
TRX,long,2020-11-21,2020-11-22,2020-11-22,0,0.03056,0.027749531735322963,0.027749531735322963,-1.0414945313335706,-0.09559047246304787,stop,True,0.04598279228856408
TRX,long,2020-11-23,2020-11-24,2020-11-25,1,0.03174,0.02833617787382439,0.034886450882836935,0.885239554058828,0.09474428525027037,stop,True,0.05362038636067435
TRX,long,2021-02-08,2021-02-09,2021-02-10,1,0.04042,0.03349846487013526,0.04302000309369703,0.3515293994552318,0.0600758672538555,stop,True,0.08562017726205765
TRX,long,2021-02-11,2021-02-12,2021-02-15,3,0.05683,0.046782400626708145,0.050334876050579985,-0.6677668418344771,-0.11782617593461979,stop,True,0.08840048718363408
TRX,long,2021-02-18,2021-02-19,2021-02-22,3,0.05491,0.0433303765794163,0.052238921109458,-0.24917707838684441,-0.05244249677227085,stop,True,0.10544184502443725
TRX,long,2021-03-19,2021-03-20,2021-03-21,1,0.05862,0.049951846548360546,0.059033857509191934,0.0205983656345843,0.003039805652658405,stop,True,0.07393511985362894
TRX,long,2021-03-26,2021-03-27,2021-04-01,5,0.06464,0.053665176676236784,0.08399562879984898,1.7365525603481202,0.29424995217253125,stop,True,0.08489188833356451
TRX,long,2021-04-02,2021-04-03,2021-04-06,3,0.09235,0.07770133299578816,0.12750029832060736,2.369539679889373,0.3751089885628434,stop,True,0.07931059558317186
TRX,long,2021-04-07,2021-04-08,2021-04-16,8,0.11032,0.08467857355195225,0.13699444226055132,1.0209967619809808,0.23683428444081953,stop,True,0.11621386171160145
TRX,long,2021-04-17,2021-04-18,2021-04-20,2,0.15536,0.11817934052057741,0.11817934052057741,-1.0147140660951408,-0.2423560330450308,stop,True,0.11965969193943932
TRX,long,2021-08-07,2021-08-08,2021-08-17,9,0.07527,0.06798945451711166,0.0858856778122144,1.41381802789128,0.13647961757619287,stop,True,0.04836286357704489
TRX,long,2021-08-19,2021-08-20,2021-09-07,18,0.08826,0.07692388635329266,0.09620291179449404,0.6681289732045842,0.08564319322950581,stop,True,0.0642199957325365
TRX,long,2021-09-12,2021-09-13,2021-09-19,6,0.11241,0.094923765839737,0.10316159750360866,-0.5535523316618427,-0.08593741874314309,stop,True,0.07777881932329421
TRX,long,2021-11-09,2021-11-10,2021-11-10,0,0.11436,0.1029060710778841,0.1029060710778841,-1.0379373876955666,-0.10374896468231493,stop,True,0.05007838808200373
TRX,long,2021-11-14,2021-11-15,2021-11-16,1,0.11699,0.10426965499628284,0.11557539392511978,-0.1477740471804145,-0.016035429463582874,stop,True,0.05436509532317787
TRX,long,2022-05-04,2022-05-05,2022-05-05,0,0.0863,0.07518137874323978,0.07518137874323978,-1.0290470149156405,-0.13231455992125474,stop,True,0.06441843138331527
TRX,long,2022-05-06,2022-05-07,2022-05-09,2,0.08629,0.07202680105922206,0.07749969070922719,-0.6392597277826351,-0.1054547374389161,stop,True,0.08264688226201147
TRX,long,2023-01-14,2023-01-15,2023-01-18,3,0.06178,0.057375230765584456,0.05896409693585607,-0.6941092927473931,-0.04938958693192524,stop,True,0.03564882837824171
TRX,long,2023-01-20,2023-01-21,2023-01-25,4,0.06273,0.05823150181052324,0.05934341088838176,-0.8070995653367815,-0.05776325451114334,stop,True,0.03585603530588841
TRX,long,2023-02-08,2023-02-09,2023-02-24,15,0.06696,0.061826756887534515,0.06774974962021799,0.10136479211631043,0.007755249968664028,stop,True,0.038330668402520085
TRX,long,2023-05-05,2023-05-06,2023-05-08,2,0.07091,0.06735288400841738,0.06762095610929866,-1.0025272752866623,-0.05019021051001844,stop,True,0.025081906582869944
TRX,long,2023-05-20,2023-05-21,2023-05-26,5,0.07257,0.06927741203846674,0.07562722384645987,0.8384982970906947,0.037967738200971025,stop,True,0.022685599845206433
TRX,long,2023-05-27,2023-05-28,2023-06-01,4,0.07714,0.07289357566352918,0.07415533357262748,-0.7741235529112958,-0.04252911204448484,stop,True,0.0275241401119447
TRX,long,2023-06-02,2023-06-03,2023-06-04,1,0.08266,0.07768725190701041,0.08048673391365253,-0.5026515535139523,-0.03017868876540121,stop,True,0.03007953116978939
TRX,long,2023-07-07,2023-07-08,2023-07-23,15,0.07881,0.07432388929771705,0.0839,1.0620736571603857,0.060335869309471456,gap_stop,True,0.028461557557942843
TRX,long,2023-07-28,2023-07-29,2023-07-30,1,0.08507,0.0797605692348941,0.08006267143240164,-1.005304362483139,-0.06261831468675631,stop,True,0.0312062464153398
TRX,long,2023-09-12,2023-09-13,2023-10-06,23,0.08075,0.07735134060421543,0.08725112871103557,1.8139877332986762,0.0761959233682913,stop,True,0.021044330624053104
TRX,long,2023-10-19,2023-10-20,2023-11-03,14,0.08999,0.08637808824529838,0.09719788979778574,1.8919382538333067,0.07578480130737714,stop,True,0.020068406237924313
TRX,long,2023-11-04,2023-11-05,2023-11-11,6,0.09766,0.09372404783584587,0.10621,2.0686887595215087,0.08320712660282546,gap_stop,True,0.02015130127050037
TRX,long,2023-11-12,2023-11-13,2023-11-14,1,0.1085,0.10242579550540659,0.10439966725502041,-0.7451398917369827,-0.04163223855965144,stop,True,0.02799172578153642
TRX,long,2023-11-25,2023-11-26,2023-11-27,1,0.10894,0.10207194146971808,0.10316394565045252,-0.902767822014161,-0.056800867155430104,stop,True,0.03152220731724762
TRX,long,2024-01-13,2024-01-14,2024-01-15,1,0.11424,0.10748090079415207,0.11045655073742694,-0.6262435622169432,-0.03697823509186037,stop,True,0.029582892182457656
TRX,long,2024-01-26,2024-01-27,2024-02-07,11,0.11448,0.1079608408838951,0.12102,0.9309482851871457,0.05290781121195768,gap_stop,True,0.028472917173763566
TRX,long,2024-02-08,2024-02-09,2024-02-15,6,0.12189,0.1147677143544806,0.12381825779511993,0.20173878878806234,0.01176448710200966,stop,True,0.029216037597503488
TRX,long,2024-02-16,2024-02-17,2024-03-01,13,0.13282,0.1261459467723228,0.1384328934613919,0.7597163974423041,0.0380986834828243,stop,True,0.025124428654107807
TRX,long,2024-03-02,2024-03-03,2024-03-05,2,0.14119,0.1346513122175868,0.13576429471822538,-0.9144975368443422,-0.042267005554095224,stop,True,0.023155633481171452
TRX,long,2024-04-28,2024-04-29,2024-05-19,20,0.12124,0.11441459344774142,0.12265004191130528,0.13512188913896855,0.007591727033253464,stop,True,0.028148327912646706
TRX,long,2024-06-25,2024-06-26,2024-07-05,9,0.1219,0.11713353367142919,0.12511098490008907,0.5700161803311331,0.022243969241900866,stop,True,0.019550723250905695
TRX,long,2024-07-06,2024-07-07,2024-07-08,1,0.12991,0.12417390809967044,0.12464,-1.0074978051986867,-0.04439661973873818,gap_stop,True,0.022077176123198972
TRX,long,2024-07-09,2024-07-10,2024-07-16,6,0.12996,0.12355801242528278,0.1351293346544152,0.7246430785694408,0.035625547804870344,stop,True,0.02463060778207608
TRX,long,2024-07-26,2024-07-27,2024-07-30,3,0.1375,0.13173640692842525,0.13371506515767279,-0.7508102877672858,-0.03140892740078082,stop,True,0.020958520260271802
TRX,long,2024-08-17,2024-08-18,2024-08-22,4,0.1349,0.12860210112278125,0.1538,2.909319498011947,0.13555246808088808,gap_stop,True,0.023342842391470487
TRX,long,2024-08-23,2024-08-24,2024-08-27,3,0.1582,0.1460658332490011,0.15676084601572035,-0.1705165025971614,-0.013052754644384391,stop,True,0.038350716659288575
TRX,long,2024-08-28,2024-08-29,2024-09-03,5,0.1582,0.1453865811576303,0.1509016798762421,-0.6178306961552766,-0.04994135296732961,stop,True,0.04049753110736311
TRX,long,2024-09-29,2024-09-30,2024-10-15,15,0.1565,0.1511940124065596,0.158290254989604,0.2187480575830381,0.007401647054930297,stop,True,0.016952037039745693
TRX,long,2024-10-24,2024-10-25,2024-11-03,9,0.1647,0.1593923902822117,0.16511303100794456,-0.04646066067082698,-0.0014942492311754562,stop,True,0.0161129621062183
TRX,long,2024-11-12,2024-11-13,2024-11-13,0,0.1874,0.1779683481897726,0.1779683481897726,-1.0774770645781429,-0.054120086969108444,stop,True,0.0251644925566366
TRX,long,2024-11-14,2024-11-15,2024-11-24,9,0.1764,0.16448699410240597,0.20796660421339758,2.585230903914082,0.17424262022989626,stop,True,0.03376702351925747
TRX,long,2024-12-02,2024-12-03,2024-12-04,1,0.2209,0.20181748849310935,0.39912338217217297,9.274635330046582,0.7995929165111542,stop,True,0.0431926471409929
TRX,long,2024-12-05,2024-12-06,2024-12-09,3,0.3223,0.2570415897300879,0.2751394579580915,-0.7409837407596074,-0.14973286736432392,stop,True,0.1012386135121193
TRX,long,2025-04-13,2025-04-14,2025-04-18,4,0.2547,0.23759044316323344,0.24323981536820882,-0.7280179364880375,-0.04880723148335278,stop,True,0.033587665560986524
TRX,long,2025-05-08,2025-05-09,2025-05-13,4,0.257,0.24395182527517117,0.2644045523137277,0.4875580947728091,0.024704455715418454,stop,True,0.025385553939355696
TRX,long,2025-05-14,2025-05-15,2025-05-19,4,0.2747,0.2581064762296938,0.2620280715293868,-0.8283583887268765,-0.04993792761645248,stop,True,0.03020299193721554
TRX,long,2025-06-07,2025-06-08,2025-06-11,3,0.2869,0.2705083795172015,0.278180542929771,-0.6008934971636775,-0.0342626637839293,stop,True,0.028566783692573133
TRX,long,2025-07-03,2025-07-04,2025-07-19,15,0.287,0.27395230267761705,0.31919145809929445,2.374294438142138,0.10772557735781343,stop,True,0.02273118000415145
TRX,long,2025-07-20,2025-07-21,2025-07-24,3,0.3141,0.2983956960141876,0.30267457487031707,-0.8060831152313381,-0.04022192571057689,stop,True,0.024998892050003822
TRX,long,2025-07-26,2025-07-27,2025-07-30,3,0.32,0.3032947920273633,0.33173624565747706,0.6245221959074762,0.03253734146133404,stop,True,0.02610188745724487
TRX,long,2025-08-06,2025-08-07,2025-08-15,8,0.3373,0.31936722045363025,0.3521854791796923,0.7531742743175076,0.039963086638264735,stop,True,0.026582833599717963
TRX,long,2025-08-22,2025-08-23,2025-08-25,2,0.3667,0.3481123334650755,0.35065859365100893,-0.9401999709569283,-0.04756269717530614,stop,True,0.025344513955446638
TRX,long,2026-01-15,2026-01-16,2026-01-19,3,0.3127,0.3019217437862131,0.3092088087092968,-0.43931122198274164,-0.015112113183679924,stop,True,0.01723418006681619
TRX,long,2026-03-17,2026-03-18,2026-03-23,5,0.3068,0.2963415778327772,0.30668336901712334,-0.12847040398902757,-0.0043706515291155506,stop,True,0.01704436467930705
TRX,long,2026-03-25,2026-03-26,2026-04-20,25,0.3145,0.3011843883857944,0.32639270748657007,0.796878309388117,0.03367167754029911,stop,True,0.02116949382226639
TRX,long,2026-04-21,2026-04-22,2026-04-24,2,0.3331,0.3223243243123997,0.32441689188160994,-0.9278436166799544,-0.029955525461096158,stop,True,0.01617483591654206
TRX,long,2026-05-03,2026-05-04,2026-05-28,24,0.3386,0.32760999376608263,0.3599,1.8110089818307218,0.05866294581539816,gap_stop,True,0.016228597510214687
TRX,long,2026-08-11,2026-08-12,2026-08-15,3,0.3352,0.32821136953802715,0.3312934325346376,-0.7497254803987118,-0.015599928813112621,stop,True,0.010424568111534704
TRX,long,2026-08-20,2026-08-21,2026-08-25,4,0.3375,0.3298346242715463,0.3417929873963878,0.38281247071850305,0.008677168393864159,stop,True,0.01135611219030177
