symbol,side,date_signal,date_entree,date_sortie,bars,entree,stop_initial,sortie,R,ret_pct,motif,atr_pct_entree
SPX,short,1962-11-13,1962-11-14,1962-11-23,6,59.46,61.808369909352,61.42017467129308,-0.8861699503459417,-0.03503427487299555,stop,0.019747476533400598
SPX,long,1963-02-28,1963-03-01,1963-04-29,40,64.29,62.58246397225198,69.65,3.0605854957522385,0.08120763977040231,temps,0.013279950441344132
SPX,long,1963-06-27,1963-06-28,1963-07-17,12,69.07,67.3898525279642,68.85590818768313,-0.20951596592769095,-0.005091444251485427,stop,0.012162642768465367
SPX,long,1963-07-18,1963-07-19,1963-09-16,40,68.49,66.84402287611452,73.07,2.6965380840303994,0.0647394655279018,temps,0.012016185748908415
SPX,long,1963-11-18,1963-11-19,1963-11-22,3,71.83,69.9804148403172,71.15163320415105,-0.44407170156682413,-0.011423192275538587,stop,0.012874740078538196
SPX,long,1964-06-04,1964-06-05,1964-07-28,36,78.67,76.70339660566553,82.44858687929106,1.8394498366235053,0.04593688112334814,stop,0.012499068223811258
SPX,long,1964-08-06,1964-08-07,1964-08-26,13,81.34,79.31347805161275,81.0362213627379,-0.23002704658383186,-0.0057252172295964784,stop,0.012457105657654611
SPX,long,1964-12-01,1964-12-02,1964-12-10,6,83.55,81.50308192334494,83.09037153302413,-0.30595696312980214,-0.0074882488966315315,stop,0.012249659345631693
SPX,long,1964-12-15,1964-12-16,1965-02-08,36,83.22,81.23465769722658,86.28266149184421,1.4572594490686934,0.034730456161867006,stop,0.011928276272370907
SPX,long,1965-02-11,1965-02-12,1965-03-29,30,85.54,83.42307902675373,85.95777276372804,0.11633641221223709,0.002876186135168425,stop,0.012373865871208103
SPX,long,1965-05-24,1965-05-25,1965-06-02,5,88.09,86.0304241432973,87.12679542273547,-0.5527455417494674,-0.012910478926083132,stop,0.011690179683861403
SPX,long,1965-06-03,1965-06-04,1965-06-09,3,86.9,84.55749197164437,85.1276711165269,-0.8300319704579585,-0.022352291604708502,stop,0.013478181981332788
SPX,long,1966-02-23,1966-02-24,1966-03-02,4,91.48,88.75437449560698,89.22212855934714,-0.8946840148368984,-0.026630273631180753,stop,0.014897384698256579
SPX,short,1966-10-18,1966-10-19,1966-10-27,6,78.68,82.41936776013694,80.7106116338296,-0.5856611026092882,-0.02786215607401273,stop,0.023763140316070994
SPX,short,1966-10-28,1966-10-31,1966-11-16,11,80.24,83.6953743169245,82.38238821736984,-0.6670798571075796,-0.028755208418627994,stop,0.021531494995790764
SPX,short,1966-12-12,1966-12-13,1967-01-06,16,83.0,85.92927298684461,82.3647717620036,0.16040275807156787,0.005666672289571678,stop,0.017646222812316918
SPX,short,1967-01-09,1967-01-10,1967-01-12,2,82.81,85.75406340703371,84.4478914070852,-0.6131489200197101,-0.02182050784623855,stop,0.017776013808922287
SPX,long,1967-05-24,1967-05-25,1967-05-31,3,90.18,87.12887716222988,88.80925769876788,-0.5079217197507164,-0.017167702101966418,stop,0.01691684873458706
SPX,long,1967-06-02,1967-06-05,1967-06-29,18,89.56,86.42263089074089,90.85,0.3536689376858263,0.012376970952227733,gap_stop,0.017515459520204932
SPX,long,1967-06-30,1967-07-03,1967-08-21,34,90.64,88.89021521449402,93.88974245214128,1.7517655514433967,0.03378365577151389,stop,0.009652387386948258
SPX,long,1967-08-25,1967-08-28,1967-10-12,32,92.7,89.91031767694058,95.35840886348954,0.8855310994396103,0.026622249968220102,stop,0.01504683022146398
SPX,long,1967-10-31,1967-11-01,1967-11-06,3,93.3,90.09656930513216,90.98395721190843,-0.7805153235589546,-0.026772014109186143,stop,0.017167367067887674
SPX,short,1968-04-01,1968-04-02,1968-04-03,1,92.48,95.83258335934607,94.79597026224992,-0.7466618915033983,-0.027095069036512227,stop,0.018125991345945433
SPX,short,1968-04-05,1968-04-08,1968-04-10,1,93.29,96.89585155472416,96.79257644367243,-1.0240740540963753,-0.03962220361766077,stop,0.019326034702133957
SPX,long,1968-07-25,1968-07-26,1968-10-04,40,97.94,94.00135283524433,103.71,1.413772233732297,0.056797909054392574,temps,0.020107449278924168
