symbol,side,date_signal,date_entree,date_sortie,bars,entree,stop_initial,sortie,R,ret_pct,motif,atr_pct_entree
SPX,long,1963-07-23,1963-07-24,1963-08-21,20,67.91,65.37733323186423,71.29,1.2795998434430744,0.04767431066945141,temps,0.012431486615303466
SPX,long,1963-11-19,1963-11-20,1963-12-20,20,71.9,69.06879209901325,74.28,0.7889989284154867,0.03103739098175828,temps,0.013125674088951102
SPX,long,1964-06-05,1964-06-08,1964-07-07,20,79.02,76.07723098646271,83.12,1.3381478403113318,0.04978392905500005,temps,0.012413604207952792
SPX,long,1964-12-02,1964-12-03,1965-01-04,20,83.79,80.70107839323046,84.23,0.08805014649900461,0.003242729343696037,temps,0.012288346289412187
SPX,long,1965-06-04,1965-06-07,1965-06-15,6,87.11,83.61150667479036,83.61150667479036,-1.0487985800757675,-0.042079546350612056,stop,0.013387262561549148
SPX,long,1966-02-25,1966-02-28,1966-03-15,11,91.14,87.03343844202229,87.03343844202229,-1.0433874997188057,-0.046965707064711995,stop,0.015019243500759673
SPX,long,1968-07-30,1968-08-01,1968-09-05,20,97.74,91.89749572468939,100.74,0.4795067094497033,0.02863434907633814,temps,0.01992532663293979
SPX,long,1968-12-31,1969-01-02,1969-01-13,7,103.86,98.23174802228944,98.23174802228944,-1.0359066631740386,-0.05608048533146838,stop,0.0180635855244578
SPX,long,1971-05-18,1971-05-19,1971-06-17,20,100.83,95.83471707240062,100.5,-0.10636634755247554,-0.005264298331837585,temps,0.016513877905383258
SPX,long,1971-08-02,1971-08-03,1971-08-31,20,95.96,91.08170352652952,99.03,0.5893471246848402,0.029930573803020843,temps,0.016945590084307578
SPX,long,1973-02-06,1973-02-07,1973-03-08,20,114.45,108.43572291705192,114.23,-0.07460248236186379,-0.003916398149687761,temps,0.01751646157841292
SPX,long,1975-07-30,1975-07-31,1975-08-20,14,88.83,83.17844953440768,83.17844953440768,-1.0304356212656345,-0.06549297730443272,stop,0.02120736412470384
SPX,long,1975-08-22,1975-08-25,1975-09-23,20,84.28,79.01791021352813,84.94,0.09326712768408668,0.0058173909621465495,temps,0.020811935557949208
SPX,long,1976-05-25,1976-05-26,1976-06-24,20,99.49,94.72403471003241,103.79,0.8595782282811978,0.041136067671398054,temps,0.015967987703848212
SPX,long,1976-08-27,1976-08-30,1976-09-28,20,101.48,97.13019399819144,105.92,0.9730548898594965,0.04166704403204211,temps,0.014287892529919079
SPX,long,1976-10-13,1976-10-14,1976-11-12,20,102.12,97.27103027875206,99.24,-0.6354669501229562,-0.030143769274203955,temps,0.015827685472150216
SPX,long,1978-06-22,1978-06-23,1978-07-24,20,96.24,91.60075964468066,97.72,0.27720917682685847,0.013349493399368858,temps,0.01606830269922183
SPX,long,1978-09-21,1978-09-22,1978-10-20,20,101.9,96.68681510333656,97.95,-0.7960296982092425,-0.04068404608149443,temps,0.01705327084286377
SPX,long,1978-10-23,1978-10-24,1978-10-30,4,98.18,92.82659520916985,92.82659520916985,-1.035679460581112,-0.05641548699863301,stop,0.018175476304848767
SPX,long,1979-10-17,1979-10-18,1979-11-15,20,103.39,97.06641081853424,104.13,0.08420534362995757,0.005145062887591244,temps,0.020387494539980542
SPX,long,1980-03-11,1980-03-12,1980-03-24,8,107.78,99.5821934026132,99.5821934026132,-1.0252948384350398,-0.07790658766719831,stop,0.025353518269891764
SPX,long,1980-12-12,1980-12-15,1981-01-14,20,129.23,119.24897408106692,133.47,0.39848609073897673,0.030746163223142588,temps,0.025744862954765604
SPX,long,1982-11-24,1982-11-26,1982-12-27,20,133.89,127.07230288119862,142.17,1.1739946583909293,0.059720248382583364,temps,0.016973378939929194
SPX,long,1983-08-03,1983-08-04,1983-09-01,20,163.28,157.64623802475907,164.23,0.11049277600574847,0.0038085995337342666,temps,0.01150122892218054
SPX,long,1983-10-24,1983-10-25,1983-11-22,20,166.0,160.94098915171702,166.84,0.10024884611033333,0.0030521285942974345,temps,0.010158656321853393
SPX,long,1984-10-04,1984-10-05,1984-11-02,20,162.92,158.35608784592927,167.42,0.9136153061756346,0.025567729594245813,temps,0.009337736627528258
SPX,long,1984-11-20,1984-11-21,1984-12-20,20,164.18,159.81519557512885,166.38,0.4282986860413986,0.01137515183074933,temps,0.008861827313256068
SPX,long,1985-03-18,1985-03-19,1985-04-17,20,176.88,172.39333875991701,181.68,0.9899209595592031,0.025084820200152794,temps,0.008455188527218037
SPX,long,1985-05-02,1985-05-03,1985-05-17,10,179.01,175.15145373704834,186.7270925259033,1.9052137598977237,0.04102570483188351,target,0.007184973396182065
SPX,long,1985-07-30,1985-07-31,1985-08-28,20,189.93,185.6347613194592,188.83,-0.34427888878430685,-0.007778037789094314,temps,0.00753828371951212
SPX,long,1985-09-19,1985-09-20,1985-10-21,20,183.39,179.41819952926136,186.96,0.8055918275786434,0.017429813765492096,temps,0.007219224004832352
SPX,long,1986-01-23,1986-01-24,1986-02-13,14,204.25,197.99308404351515,216.7638319129697,1.9327122443643192,0.05914681686028415,target,0.010211205151342051
SPX,long,1986-05-19,1986-05-20,1986-05-29,6,233.2,225.87213649595913,247.85572700808171,1.934352526252327,0.060722601930975,target,0.010474361783934896
SPX,long,1986-07-09,1986-07-10,1986-07-15,3,242.82,234.29802403388845,234.29802403388845,-1.0559867835735688,-0.03702373727970976,stop,0.011698618957954494
SPX,long,1986-07-16,1986-07-17,1986-08-14,20,235.01,226.00186781849555,246.25,1.194336382195853,0.04573419006847392,temps,0.012776948756087612
SPX,long,1986-09-15,1986-09-16,1986-10-14,20,231.93,220.86619795975318,235.37,0.26868701999423267,0.01280442491152633,temps,0.015901065034344884
SPX,long,1987-04-15,1987-04-16,1987-05-15,20,284.45,269.97961074875286,287.43,0.16641708513767245,0.008457424101649989,temps,0.016957156209348023
SPX,long,1987-05-21,1987-05-22,1987-06-22,20,280.17,265.5860858327046,309.3378283345908,1.9595782160007136,0.10190159808516525,target,0.017351267881756796
SPX,long,1987-09-09,1987-09-10,1987-10-08,20,313.92,300.169860955746,314.16,-0.02822371459306213,-0.0012350035285813366,temps,0.014600470442845305
